"","Date","Load","Load.1","Load.7","Temp","Temp_s95","Temp_s99","Temp_s95_min","Temp_s95_max","Temp_s99_min","Temp_s99_max","toy","WeekDays","BH","Year","Month","DLS","Summer_break","Christmas_break","GovernmentResponseIndex","Time"
"20",2012-01-20,69717,73027.2083333333,71118.3333333333,8.78698032402044,8.75934634166788,5.91803648986424,8.38121299854093,9.12595295171777,5.21282619625485,6.5675154437186,0.053253258951443,"Friday",0,2012,1,"1","0","0",0,15359
"21",2012-01-21,61644.2291666667,69717,67795.375,9.68934327175481,9.26297256926742,7.15027752353512,8.53518170053884,10.0968537662228,6.58526134191299,7.7985776246736,0.055985654921159,"Saturday",0,2012,1,"1","0","0",0,15360
"22",2012-01-22,57609.1041666667,61644.2291666667,68019.5833333333,9.40623838754903,9.61412603872249,8.13063534223299,9.20518030133439,9.99443903518534,7.81256553263739,8.42540838131083,0.0587180508908749,"Sunday",0,2012,1,"1","0","0",0,15361
"23",2012-01-23,66326.9583333333,57609.1041666667,76417.6666666667,7.94968831790535,8.47970500337151,8.30440924021823,7.99045557184339,9.30484432421159,8.2009311009293,8.41161815228383,0.0614504468605909,"Monday",0,2012,1,"1","0","0",0,15362
"24",2012-01-24,68944.1666666667,66326.9583333333,78678.4375,7.3822764811838,7.53706437059548,8.00667422468753,6.92499425024787,7.98122533172437,7.88939068992486,8.23103632009996,0.0641828428303068,"Tuesday",0,2012,1,"1","0","0",0,15363
"25",2012-01-25,68222.4791666667,68944.1666666667,78560.6875,7.76806097286855,7.68227547374234,7.86150225376352,7.02184319417686,8.37164784587419,7.72036939814559,7.97120728223013,0.0669152388000228,"Wednesday",0,2012,1,"1","0","0",0,15364
"26",2012-01-26,68444.9583333333,68222.4791666667,73027.2083333333,6.94828502448642,7.30906669934558,7.68275119287148,6.72709069609102,7.83591022440232,7.54091795447693,7.88392095680963,0.0696476347697387,"Thursday",0,2012,1,"1","0","0",0,15365
"27",2012-01-27,69180.3958333333,68444.9583333333,69717,5.53396196909698,6.01932352077443,7.07320456206939,5.16823254972793,6.8598004743815,6.79461851546,7.5159412073646,0.0723800307394547,"Friday",0,2012,1,"1","0","0",0,15366
"28",2012-01-28,65197.3541666667,69180.3958333333,61644.2291666667,4.14313966414316,4.71862039810856,6.21398203517035,4.19926501042565,5.63290216714083,5.79057372950743,6.76469864609488,0.0751124267091706,"Saturday",0,2012,1,"1","0","0",0,15367
"29",2012-01-29,65640.9166666667,65197.3541666667,57609.1041666667,2.7414473438389,3.35767932943894,5.15901751949825,2.71858953814356,4.2006957740449,4.6184184928241,5.76048378168604,0.0778448226788866,"Sunday",0,2012,1,"1","0","0",0,15368
"30",2012-01-30,77080.5208333333,65640.9166666667,66326.9583333333,1.79961945800693,2.06458967416824,3.97249865237248,1.48565117623682,2.64002848228902,3.56490130767717,4.58370799210639,0.0805772186486025,"Monday",0,2012,1,"1","0","0",0,15369
"31",2012-01-31,79758.0416666667,77080.5208333333,68944.1666666667,0.801985070496632,1.40563859845192,3.03871602786716,0.524171658270042,1.99765259508081,2.48042569198237,3.53943650512671,0.0833096146183184,"Tuesday",0,2012,1,"1","0","0",0,15370
"32",2012-02-01,83579.9166666667,79758.0416666667,68222.4791666667,-1.23055143645831,-0.569458000396962,1.6901710619424,-1.14595912756916,0.431746859140324,1.0643178139699,2.4423781918193,0.0860420105880344,"Wednesday",0,2012,2,"1","0","0",0,15371
"33",2012-02-02,87524.0208333333,83579.9166666667,68444.9583333333,-3.20725626382252,-2.45171377019513,0.152181221557226,-3.05469805883835,-1.23474225227178,-0.564500360759676,1.02445841961398,0.0887744065577503,"Thursday",0,2012,2,"1","0","0",0,15372
"34",2012-02-03,89247.9166666667,87524.0208333333,69180.3958333333,-4.37428108812742,-4.02472554190551,-1.45276438119592,-4.99275835390651,-3.14642261535589,-1.98099330957495,-0.60774724904397,0.0915068025274663,"Friday",0,2012,2,"1","0","0",0,15373
"35",2012-02-04,85132.4375,89247.9166666667,65197.3541666667,-4.15621279098702,-4.17778828947436,-2.5183396916882,-5.08944602695384,-3.29007671692385,-2.77511360014407,-2.01531495542657,0.0942391984971822,"Saturday",0,2012,2,"1","0","0",0,15374
"36",2012-02-05,83021.7916666667,85132.4375,65640.9166666667,-3.56766437375331,-3.8099781772676,-3.03439985155477,-4.75539556724763,-2.78418809293209,-3.21546153664661,-2.80002035887947,0.0969715944668982,"Sunday",0,2012,2,"1","0","0",0,15375
"37",2012-02-06,88151.8958333333,83021.7916666667,77080.5208333333,-2.8192297339906,-3.1629503501003,-3.10369845279231,-4.26097580659406,-2.08771464899991,-3.34391376456833,-2.87573681364287,0.0997039904366141,"Monday",0,2012,2,"1","0","0",0,15376
"38",2012-02-07,91176.2708333333,88151.8958333333,79758.0416666667,-4.10529413815457,-3.49632595114417,-3.18268894845322,-4.25703684578086,-2.4822379265197,-3.34306559679772,-2.90670550240468,0.10243638640633,"Tuesday",0,2012,2,"1","0","0",0,15377
"39",2012-02-08,94096.6875,91176.2708333333,83579.9166666667,-4.68241181203152,-4.52235088120348,-3.70675521214962,-5.35528689001714,-3.78207949611281,-3.85988210142287,-3.37005599346132,0.105168782376046,"Wednesday",0,2012,2,"1","0","0",0,15378
"40",2012-02-09,92868.1458333333,94096.6875,87524.0208333333,-3.61804610113826,-4.29768357624757,-4.00421107876592,-5.98451022800565,-2.57520849325291,-4.35631634961705,-3.62887971667857,0.107901178345762,"Thursday",0,2012,2,"1","0","0",0,15379
"41",2012-02-10,90262.6458333333,92868.1458333333,89247.9166666667,-3.0928100538695,-2.90954606193911,-3.5412984550367,-3.71516095603743,-2.12046358895293,-3.74668786025897,-3.31354803182614,0.110633574315478,"Friday",0,2012,2,"1","0","0",0,15380
"42",2012-02-11,87951.1875,90262.6458333333,85132.4375,-4.89655517392142,-4.43457188242915,-3.84652950191812,-5.62598830672014,-3.22121671286045,-4.0793386457037,-3.43415859221468,0.113365970285194,"Saturday",0,2012,2,"1","0","0",0,15381
"43",2012-02-12,85201.9166666667,87951.1875,83021.7916666667,-3.76432343078356,-4.44760849611059,-4.15249977855129,-6.18626818065657,-2.53250729404341,-4.51784964376303,-3.73232743695414,0.11609836625491,"Sunday",0,2012,2,"1","0","0",0,15382
"44",2012-02-13,86770.6875,85201.9166666667,88151.8958333333,0.104568895660579,-1.25231682992486,-3.13100326365268,-2.68707576249001,0.895414539014545,-3.71824740582784,-2.16356517789316,0.118830762224626,"Monday",0,2012,2,"1","0","0",0,15383
"45",2012-02-14,82480.375,86770.6875,91176.2708333333,3.1039273696652,2.16903514504986,-1.13701721461332,0.942091180484873,3.32494517089981,-2.12364005243002,-0.107349621879329,0.121563158194342,"Tuesday",0,2012,2,"1","0","0",0,15384
"46",2012-02-15,79161.9375,82480.375,94096.6875,5.05369150818761,4.22013243998359,0.869659457489489,3.15505343236176,5.41658148745362,-0.0763813888184299,1.92127197845916,0.124295554164058,"Wednesday",0,2012,2,"1","0","0",0,15385
"47",2012-02-16,75592.1666666667,79161.9375,92868.1458333333,6.00244298665261,5.74376976211995,2.73990711190055,4.98780832006346,6.62849407174605,1.95421715341141,3.50310755409652,0.127027950133774,"Thursday",0,2012,2,"1","0","0",0,15386
"48",2012-02-17,73674.5,75592.1666666667,90262.6458333333,6.01552014880945,5.92133071225858,3.95497831604279,5.01353067917442,6.83701441757447,3.51318174171345,4.50215813968036,0.129760346103489,"Friday",0,2012,2,"1","0","0",0,15387
"49",2012-02-18,65881.3958333333,73674.5,87951.1875,5.97855469417314,5.93938081222568,4.7105404966342,4.77243723254577,7.03310611348438,4.38647478296632,5.12318649479686,0.132492742073205,"Saturday",0,2012,2,"1","0","0",0,15388
"50",2012-02-19,63513.6666666667,65881.3958333333,85201.9166666667,4.84818497198102,5.53510543741666,5.08343818936507,4.61811105374649,6.27149029378037,4.91197233972747,5.27080721781837,0.135225138042921,"Sunday",0,2012,2,"1","0","0",0,15389
"51",2012-02-20,73164.8958333333,63513.6666666667,86770.6875,2.6398538254708,3.23579942867542,4.39816985948558,1.86277041807954,4.44436766322133,4.15037387114224,4.96429426119034,0.137957534012637,"Monday",0,2012,2,"1","0","0",0,15390
"52",2012-02-21,75257.7083333333,73164.8958333333,82480.375,2.80971240319962,2.71457430956711,3.70770957678174,0.885992887322666,4.48441596589104,3.35692261630558,4.11164791020859,0.140689929982353,"Tuesday",0,2012,2,"1","0","0",0,15391
"53",2012-02-22,74044.3333333333,75257.7083333333,79161.9375,4.12934306299266,3.4063551839551,3.53358348636385,1.10528880899405,5.62530169534107,3.04441912080042,4.00552303574703,0.143422325952069,"Wednesday",0,2012,2,"1","0","0",0,15392
"54",2012-02-23,71536.2083333333,74044.3333333333,75592.1666666667,7.25459387546331,6.11767832927965,4.46990505759968,4.41362452092838,8.10839845762401,3.96536235436265,5.35398658431088,0.146154721921785,"Thursday",0,2012,2,"1","0","0",0,15393
"55",2012-02-24,66859.7291666667,71536.2083333333,73674.5,8.98850735637222,8.54839788022739,6.0396049582667,7.54391513832086,9.69059135692703,5.37690617792723,6.78375744399841,0.148887117891501,"Friday",0,2012,2,"1","0","0",0,15394
"56",2012-02-25,59540.0625,66859.7291666667,65881.3958333333,8.77622037270991,8.8340938474224,7.13836919250345,8.0886356167257,9.55607388378093,6.79355144850579,7.57786710712881,0.151619513861217,"Saturday",0,2012,2,"1","0","0",0,15395
"57",2012-02-26,56208.5208333333,59540.0625,63513.6666666667,8.03255849456502,8.49764842248649,7.67959723090518,7.75134489590182,9.33947301780793,7.46853268062896,7.94202692205712,0.154351909830933,"Sunday",0,2012,2,"1","0","0",0,15396
"58",2012-02-27,65821.25,56208.5208333333,73164.8958333333,6.37663932376207,6.66664395661056,7.29340462662666,5.03926826547636,7.99630825348496,6.97458742626074,7.7129572110353,0.157084305800649,"Monday",0,2012,2,"1","0","0",0,15397
"59",2012-02-28,66179.4166666667,65821.25,75257.7083333333,7.59212020469778,7.1472040572217,7.17613120508973,5.20566399786568,9.12431745568415,6.75663897874368,7.5810243107807,0.159816701770365,"Tuesday",0,2012,2,"1","0","0",0,15398
"60",2012-02-29,63683.1041666667,66179.4166666667,74044.3333333333,9.02081770007479,8.41041938153379,7.60053640749091,6.08522828856421,10.8018036124823,7.04625718349761,8.23515269974699,0.162549097740081,"Wednesday",0,2012,2,"1","0","0",0,15399
"61",2012-03-01,62745.4166666667,63683.1041666667,71536.2083333333,9.35759969433752,9.26531232955471,8.26463768036049,7.42645299093005,10.9913851078492,7.81080071043224,8.76869721837735,0.165281493709797,"Thursday",0,2012,3,"1","0","0",0,15400
"62",2012-03-02,61615.8541666667,62745.4166666667,66859.7291666667,9.46881839822918,9.48298111544029,8.7446665382477,7.99260755977184,10.9078625926076,8.38332297288741,9.13707383735574,0.168013889679513,"Friday",0,2012,3,"1","0","0",0,15401
"63",2012-03-03,56129.6458333333,61615.8541666667,59540.0625,9.46344279245698,9.50246387908356,9.04686235640187,8.29293224149175,10.633274349975,8.76190234796087,9.3361139816592,0.170746285649229,"Saturday",0,2012,3,"1","0","0",0,15402
"64",2012-03-04,54495.7083333333,56129.6458333333,56208.5208333333,8.58621867216902,9.12232855313826,9.12638301806481,8.45711546584547,9.77090999986346,8.98522831079995,9.26307182208737,0.173478681618945,"Sunday",0,2012,3,"1","0","0",0,15403
"65",2012-03-05,66384.9375,54495.7083333333,65821.25,5.77556865561509,6.77677967132284,8.30582471934858,5.99074554620137,8.38227260132676,7.78913506027862,8.98339819921529,0.176211077588661,"Monday",0,2012,3,"1","0","0",0,15404
"66",2012-03-06,68978.5625,66384.9375,66179.4166666667,5.19727465873279,5.45657310818944,7.19091564788863,4.58341266728925,6.26524112823945,6.82252124735458,7.751085814939,0.178943473558377,"Tuesday",0,2012,3,"1","0","0",0,15405
"67",2012-03-07,69810.5416666667,68978.5625,63683.1041666667,5.86448636412118,5.2750798055609,6.3906063824274,3.44485631191918,6.97357811201021,6.06285297361376,6.78048024540735,0.181675869528092,"Wednesday",0,2012,3,"1","0","0",0,15406
"68",2012-03-08,67611.5625,69810.5416666667,62745.4166666667,6.69270966770928,6.73887962035384,6.55187423600043,5.74306375266334,7.74558058200511,6.32506543156407,6.77528567914972,0.184408265497808,"Thursday",0,2012,3,"1","0","0",0,15407
"69",2012-03-09,66864.75,67611.5625,61615.8541666667,6.77430493992065,6.46084725067197,6.46924523055102,4.48842207817407,8.27412906567978,6.052369065721,6.84775169890918,0.187140661467524,"Friday",0,2012,3,"1","0","0",0,15408
"70",2012-03-10,59017.625,66864.75,56129.6458333333,8.19994934117563,7.61533834413463,6.87135560303014,5.6402016903679,9.51734818088888,6.39940338847431,7.43114669475274,0.18987305743724,"Saturday",0,2012,3,"1","0","0",0,15409
"71",2012-03-11,54402.5625,59017.625,54495.7083333333,9.4164275307066,9.08601797097249,7.7181727480085,7.68074021330979,10.5579381275787,7.31328868944118,8.26569218621395,0.192605453406956,"Sunday",0,2012,3,"1","0","0",0,15410
"72",2012-03-12,60345.9791666667,54402.5625,66384.9375,10.1069527424541,9.67102001205577,8.42454381479636,7.50732649280845,11.7695989920334,7.88333191020346,9.07942287765231,0.195337849376672,"Monday",0,2012,3,"1","0","0",0,15411
"73",2012-03-13,60135.8125,60345.9791666667,68978.5625,10.6522329339246,10.5134980717032,9.22309521293366,8.48990169007248,12.4925460362592,8.7114720335348,9.8292503927528,0.198070245346388,"Tuesday",0,2012,3,"1","0","0",0,15412
"74",2012-03-14,59047.5625,60135.8125,69810.5416666667,10.8281366147042,10.7055971412324,9.77302605280113,8.35829076136713,12.994262295663,9.21716704889345,10.3793239249729,0.200802641316104,"Wednesday",0,2012,3,"1","0","0",0,15413
"75",2012-03-15,58281.7708333333,59047.5625,67611.5625,11.4430363552039,11.1188726907533,10.2590009671607,8.43595890833327,13.7144215371173,9.63396023938491,10.919922298302,0.20353503728582,"Thursday",0,2012,3,"1","0","0",0,15414
"76",2012-03-16,56691.375,58281.7708333333,66864.75,11.3681621878304,11.5621859478368,10.8126907203779,9.82874325507585,13.0831443576244,10.402973012972,11.2087234188473,0.206267433255536,"Friday",0,2012,3,"1","0","0",0,15415
"77",2012-03-17,52359.75,56691.375,59017.625,10.4332951693529,10.953315751766,10.9238514029573,10.0748576569286,11.7626929957145,10.7393754127638,11.0948446618352,0.208999829225252,"Saturday",0,2012,3,"1","0","0",0,15416
"78",2012-03-18,52264.0833333333,52359.75,54402.5625,7.66165156684114,8.84245232777105,10.233586240035,7.60491488432889,10.4691172821337,9.62993787904666,10.8502724065472,0.211732225194968,"Sunday",0,2012,3,"1","0","0",0,15417
"79",2012-03-19,61517.9166666667,52264.0833333333,60345.9791666667,6.98566989888562,7.16596445696955,9.00500416267502,6.03434046903728,8.22375620137353,8.65086672084574,9.58787534236146,0.214464621164684,"Monday",0,2012,3,"1","0","0",0,15418
"80",2012-03-20,63415.2916666667,61517.9166666667,60135.8125,7.34958183120945,6.9306194249203,8.15888565606616,4.88608437254054,8.75577256097758,7.79765476387036,8.6075422641636,0.2171970171344,"Tuesday",0,2012,3,"1","0","0",0,15419
"81",2012-03-21,62070.2083333333,63415.2916666667,59047.5625,9.79221459700954,8.79676250498319,8.33995183975743,6.8397337408845,10.8694878947377,7.88858907187115,8.96260438503746,0.219929413104116,"Wednesday",0,2012,3,"1","0","0",0,15420
"82",2012-03-22,58927.2708333333,62070.2083333333,58281.7708333333,11.7742789252062,11.306845708125,9.45793912604912,9.76567813205837,12.9637908253595,8.96346860135677,10.1174274376361,0.222661809073832,"Thursday",0,2012,3,"1","0","0",0,15421
"83",2012-03-23,55978.8125,58927.2708333333,56691.375,12.1774028366042,11.7478632111594,10.2927696926855,9.20248818701866,14.093118729897,9.64956849971146,11.0337382348474,0.225394205043548,"Friday",0,2012,3,"1","0","0",0,15422
"84",2012-03-24,48605.7708333333,55978.8125,52359.75,13.1517756496639,12.769052874465,11.2113167438077,9.98646928537355,15.3428558174699,10.5088754637204,12.003980658303,0.228126601013264,"Saturday",0,2012,3,"1","0","0",0,15423
"85",2012-03-25,44959.8333333333,48605.7708333333,52264.0833333333,13.2167839502266,13.187776667253,11.9906820536113,10.7340522795542,15.2976173677116,11.3955186202122,12.6103428969208,0.230858996982979,"Sunday",0,2012,3,"2","0","0",0,15424
"86",2012-03-26,51670.1666666667,44959.8333333333,61517.9166666667,13.7053578337673,13.5722807194437,12.5828308847934,11.1790657456387,15.7551876256089,12.0098394685957,13.1848092753561,0.233591392952695,"Monday",0,2012,3,"2","0","0",0,15425
"87",2012-03-27,52569.6875,51670.1666666667,63415.2916666667,13.6105981677231,13.5988381028288,12.9712755151196,11.0253140073922,15.8464108992409,12.3908106637541,13.5243698296797,0.236323788922411,"Tuesday",0,2012,3,"2","0","0",0,15426
"88",2012-03-28,52231.0416666667,52569.6875,62070.2083333333,13.5929589730029,13.5911228175866,13.2056886276269,10.9752114875987,15.8890106430584,12.6314881641051,13.7315314564253,0.239056184892127,"Wednesday",0,2012,3,"2","0","0",0,15427
"89",2012-03-29,51911.0833333333,52231.0416666667,58927.2708333333,13.6417051445095,13.5734306391518,13.3450736788269,10.9493432575702,15.8221382241465,12.780982796058,13.8408043925044,0.241788580861843,"Thursday",0,2012,3,"2","0","0",0,15428
"90",2012-03-30,51304.5,51911.0833333333,55978.8125,13.1393029208886,13.4776841832685,13.4371381159084,11.3948812333704,15.2299511673192,13.0042763318689,13.7860342376198,0.244520976831559,"Friday",0,2012,3,"2","0","0",0,15429
"91",2012-03-31,47052.3541666667,51304.5,48605.7708333333,11.6900114331062,12.2134918202385,13.0159696492974,10.4022948630752,13.5861329535202,12.6856790339132,13.5351574814002,0.247253372801275,"Saturday",0,2012,3,"2","0","0",0,15430
"92",2012-04-01,45536.0833333333,47052.3541666667,44959.8333333333,10.2149027052389,10.8697164256659,12.2385004701926,9.31136981869679,12.2199823944427,11.9521287399555,12.8929606955232,0.249985768770991,"Sunday",0,2012,4,"2","0","0",0,15431
"93",2012-04-02,53906.8333333333,45536.0833333333,51670.1666666667,10.5694952421974,10.2525211131841,11.4031851285219,7.65594416816812,12.5827202300186,10.9281412657873,11.8987390315033,0.252718164740707,"Monday",0,2012,4,"2","0","0",0,15432
"94",2012-04-03,55401.5208333333,53906.8333333333,52569.6875,10.3175419448264,10.6284300811395,11.1751401960958,9.19274604646466,11.6600032789303,10.9151761324796,11.5160152544886,0.255450560710423,"Tuesday",0,2012,4,"2","0","0",0,15433
"95",2012-04-04,57126.1458333333,55401.5208333333,52231.0416666667,9.23801103078415,9.74886657256303,10.6818773117814,8.99212394783714,10.6340884794772,10.4320538703356,11.1040259886162,0.258182956680139,"Wednesday",0,2012,4,"2","0","0",0,15434
"96",2012-04-05,57796.0416666667,57126.1458333333,51911.0833333333,10.3737218996891,9.83361374759741,10.2691968560297,8.18757212305699,11.4665715077628,9.94700438119596,10.5533545321886,0.260915352649855,"Thursday",0,2012,4,"2","0","0",0,15435
"97",2012-04-06,56256.8125,57796.0416666667,51304.5,10.2020497355337,10.3637640386132,10.3409252450963,9.08740249747128,11.5781257412365,10.0669187234642,10.5813035791412,0.263647748619571,"Friday",0,2012,4,"2","0","0",0,15436
"98",2012-04-07,51561.5833333333,56256.8125,47052.3541666667,9.351610203501,9.59587333074607,10.0837179668694,8.42582348417296,10.4380283967197,9.87333466353491,10.3871661606302,0.266380144589287,"Saturday",0,2012,4,"2","0","0",0,15437
"99",2012-04-08,49035.5625,51561.5833333333,45536.0833333333,9.06639553224878,9.20860640063472,9.75873777980759,8.1792560752239,10.0424476144666,9.57440762336245,10.0395175921081,0.269112540559003,"Sunday",1,2012,4,"2","0","0",0,15438
"100",2012-04-09,49648.6041666667,49035.5625,53906.8333333333,10.2699562652631,9.74763362405794,9.69651466319601,8.41181230968869,11.1898186406938,9.40681467922196,10.0197020624296,0.271844936528719,"Monday",1,2012,4,"2","0","0",0,15439
"101",2012-04-10,58004.125,49648.6041666667,55401.5208333333,9.75422052600741,10.3055197612085,10.000727613018,9.37148925390114,10.8333278889927,9.87691089246086,10.1399149022179,0.274577332498435,"Tuesday",0,2012,4,"2","0","0",0,15440
"102",2012-04-11,59326.0208333333,58004.125,57126.1458333333,8.77146428183163,8.84695287114438,9.53382797314827,7.50353219409783,9.98576662336776,9.30025235165089,9.84941135419118,0.27730972846815,"Wednesday",0,2012,4,"2","0","0",0,15441
"103",2012-04-12,58855.1666666667,59326.0208333333,57796.0416666667,9.05681983512254,9.02320197828698,9.32650185884623,7.6702100244114,10.2941873145622,9.06009392717703,9.54643753713404,0.280042124437866,"Thursday",0,2012,4,"2","0","0",0,15442
"104",2012-04-13,58000.3541666667,58855.1666666667,56256.8125,8.72096451539933,8.77182591636355,9.11616290117128,7.13407266816558,10.1134052922693,8.79783421461167,9.35083951054508,0.282774520407582,"Friday",0,2012,4,"2","0","0",0,15443
"105",2012-04-14,52593.4166666667,58000.3541666667,51561.5833333333,8.38156389119904,8.49131686328657,8.89619671650766,7.10315888396326,9.57894963182016,8.63501306509748,9.16186050159076,0.285506916377298,"Saturday",0,2012,4,"2","0","0",0,15444
"106",2012-04-15,51853.2708333333,52593.4166666667,49035.5625,7.81940099599103,8.18018032219734,8.66620782515239,7.49693220147117,8.75747685372608,8.53118128024763,8.92044200860051,0.288239312347014,"Sunday",0,2012,4,"2","0","0",0,15445
"107",2012-04-16,61646.9166666667,51853.2708333333,49648.6041666667,6.88715646390513,7.19754492566357,8.11034883752419,6.2018729252218,8.03011134304852,7.9381183112202,8.50500104639253,0.29097170831673,"Monday",0,2012,4,"2","0","0",0,15446
"108",2012-04-17,63372.2708333333,61646.9166666667,58004.125,7.92116236848132,7.28903330206923,7.71357489806159,5.31650246294119,9.1516380436969,7.33256533537765,8.05492436050134,0.293704104286446,"Tuesday",0,2012,4,"2","0","0",0,15447
"109",2012-04-18,62043.5416666667,63372.2708333333,59326.0208333333,8.99824954274525,8.84554022803682,8.17218969569517,7.8110496911976,9.82167498744064,7.89297622881525,8.47328980102104,0.296436500256162,"Wednesday",0,2012,4,"2","0","0",0,15448
"110",2012-04-19,60811.4791666667,62043.5416666667,58855.1666666667,8.88155447507174,9.00496196786806,8.50805079556347,8.21276762863928,9.78631642694549,8.29776797893867,8.73581777559659,0.299168896225878,"Thursday",0,2012,4,"2","0","0",0,15449
"111",2012-04-20,59577.0625,60811.4791666667,58000.3541666667,9.21328533142626,8.88497497045946,8.61362355121925,7.53691930399154,10.1561724869342,8.30784864535944,8.93069832988961,0.301901292195594,"Friday",0,2012,4,"2","0","0",0,15450
"112",2012-04-21,53115.8125,59577.0625,52593.4166666667,9.73415947940219,9.69151262154938,9.03377740624296,8.64853151407572,10.6756511327499,8.75141110874105,9.33174915049568,0.30463368816531,"Saturday",0,2012,4,"2","0","0",0,15451
